Date,Price,Open,High,Low,Vol.,Change %
5/31/2012,2.825,2.8465,2.8547,2.805,11.00K,-1.16%
6/1/2012,2.6568,2.72,2.7214,2.6326,69.63K,-5.95%
6/4/2012,2.6707,2.658,2.6807,2.5971,61.93K,0.52%
6/5/2012,2.6847,2.6707,2.6911,2.6441,53.17K,0.52%
6/6/2012,2.6903,2.6772,2.7263,2.677,65.12K,0.21%
6/7/2012,2.685,2.6903,2.7257,2.665,67.21K,-0.20%
6/8/2012,2.6852,2.669,2.7008,2.6208,63.21K,0.01%
6/11/2012,2.6566,2.6852,2.7523,2.6285,64.65K,-1.07%
6/12/2012,2.6502,2.6326,2.6686,2.6311,56.50K,-0.24%
6/13/2012,2.6554,2.656,2.6922,2.6369,69.70K,0.20%
6/14/2012,2.6764,2.6515,2.6935,2.6351,37.59K,0.79%
6/15/2012,2.7017,2.6895,2.7074,2.6702,41.86K,0.95%
6/18/2012,2.6609,2.7199,2.7303,2.649,43.40K,-1.51%
6/19/2012,2.6415,2.6535,2.668,2.6277,52.59K,-0.73%
6/20/2012,2.5902,2.6431,2.6539,2.5844,48.90K,-1.94%
6/21/2012,2.5501,2.5985,2.6075,2.5376,45.54K,-1.55%
6/22/2012,2.5699,2.5507,2.6019,2.5436,41.95K,0.78%
6/25/2012,2.6458,2.594,2.6524,2.5757,39.51K,2.95%
6/26/2012,2.6451,2.6507,2.67,2.62,35.18K,-0.03%
6/27/2012,2.6204,2.6546,2.6565,2.5931,29.50K,-0.93%
6/28/2012,2.6142,2.6222,2.624,2.59,25.89K,-0.24%
6/29/2012,2.7272,2.6192,2.7425,2.6182,,4.32%
7/2/2012,2.6239,2.637,2.6398,2.57,61.13K,-3.79%
7/3/2012,2.7229,2.6228,2.7317,2.6219,62.97K,3.77%
7/5/2012,2.7648,2.727,2.795,2.6954,60.32K,1.54%
7/6/2012,2.716,2.7522,2.7586,2.7115,44.33K,-1.77%
7/9/2012,2.7594,2.719,2.7764,2.7042,54.05K,1.60%
7/10/2012,2.7469,2.7569,2.7797,2.7281,52.96K,-0.45%
7/11/2012,2.7689,2.7365,2.7814,2.73,56.02K,0.80%
7/12/2012,2.8062,2.7726,2.8144,2.7414,43.67K,1.35%
7/13/2012,2.8161,2.8045,2.8291,2.7966,45.19K,0.35%
7/16/2012,2.8547,2.8125,2.86,2.8065,36.22K,1.37%
7/17/2012,2.845,2.854,2.8898,2.8316,52.85K,-0.34%
7/18/2012,2.8834,2.8557,2.9037,2.8439,55.78K,1.35%
7/19/2012,2.9389,2.89,2.9428,2.885,55.80K,1.92%
7/20/2012,2.943,2.931,2.9447,2.8784,35.89K,0.14%
7/23/2012,2.8829,2.941,2.944,2.847,37.70K,-2.04%
7/24/2012,2.8248,2.8753,2.8995,2.7931,39.10K,-2.02%
7/25/2012,2.7929,2.8031,2.8095,2.7298,40.85K,-1.13%
7/26/2012,2.8138,2.7959,2.8489,2.7821,27.09K,0.75%
7/27/2012,2.8878,2.8145,2.8913,2.8145,26.15K,2.63%
7/30/2012,2.9368,2.8881,2.9456,2.8875,22.08K,1.70%
7/31/2012,2.9146,2.929,2.941,2.89,11.47K,-0.76%
8/1/2012,2.8342,2.7721,2.8533,2.7625,56.30K,-2.76%
8/2/2012,2.8696,2.8301,2.8934,2.83,65.03K,1.25%
8/3/2012,2.931,2.865,2.9508,2.859,52.75K,2.14%
8/6/2012,2.9222,2.9278,2.9345,2.8788,41.51K,-0.30%
8/7/2012,2.9913,2.9237,3.0088,2.9127,59.44K,2.36%
8/8/2012,2.9804,2.9884,3.0225,2.9671,58.19K,-0.36%
8/9/2012,3.0008,2.9755,3.0135,2.9634,66.71K,0.68%
8/10/2012,3.0039,3.0124,3.0236,2.9573,47.38K,0.10%
8/13/2012,2.9907,3.02,3.0435,2.9872,55.81K,-0.44%
8/14/2012,3.0014,2.9972,3.012,2.9707,42.63K,0.36%
8/15/2012,3.084,3.0122,3.089,3.0006,50.72K,2.75%
8/16/2012,3.0832,3.076,3.0943,3.0492,47.00K,-0.03%
8/17/2012,3.0275,3.0615,3.0655,3.0054,55.41K,-1.81%
8/20/2012,3.0308,3.0285,3.0484,3.0162,37.13K,0.11%
8/21/2012,3.0652,3.0304,3.0825,3.03,37.94K,1.14%
8/22/2012,3.1042,3.0635,3.1154,3.0425,40.45K,1.27%
8/23/2012,3.1158,3.113,3.1503,3.0945,41.33K,0.37%
8/24/2012,3.078,3.1095,3.1399,3.0575,29.02K,-1.21%
8/27/2012,3.1548,3.0926,3.205,3.0926,36.10K,2.50%
8/28/2012,3.1261,3.154,3.1714,3.094,32.38K,-0.91%
8/29/2012,3.1003,3.1315,3.1362,3.0841,27.34K,-0.83%
8/30/2012,3.0826,3.108,3.1159,3.064,22.01K,-0.57%
8/31/2012,3.1056,3.0725,3.1299,3.0725,,0.75%
9/4/2012,2.9522,2.9665,3.0032,2.9473,57.69K,-4.94%
9/5/2012,2.9498,2.9515,2.9671,2.9368,47.27K,-0.08%
9/6/2012,2.991,2.9599,3.0203,2.9577,66.79K,1.40%
9/7/2012,3.0196,2.9835,3.0541,2.9809,62.84K,0.96%
9/10/2012,3.024,3.0296,3.045,2.992,58.60K,0.15%
9/11/2012,3.0435,3.0275,3.0488,3.0182,42.47K,0.64%
9/12/2012,3.0016,3.0435,3.0796,2.9876,71.63K,-1.38%
9/13/2012,2.9622,2.9852,3.0017,2.9126,78.52K,-1.31%
9/14/2012,3.0156,2.9622,3.0382,2.9622,56.11K,1.80%
9/17/2012,2.9433,3.0271,3.0279,2.8609,60.84K,-2.40%
9/18/2012,2.899,2.9532,2.9689,2.8909,42.87K,-1.51%
9/19/2012,2.8286,2.902,2.938,2.8031,47.68K,-2.43%
9/20/2012,2.904,2.835,2.9182,2.8295,47.88K,2.67%
9/21/2012,2.9425,2.9104,2.9545,2.905,48.51K,1.33%
9/24/2012,2.9176,2.9425,2.9465,2.8994,34.35K,-0.85%
9/25/2012,2.9671,2.9181,2.9846,2.917,41.55K,1.70%
9/26/2012,3.0811,2.9785,3.0874,2.9775,37.18K,3.84%
9/27/2012,3.1443,3.072,3.2086,3.0694,28.47K,2.05%
9/28/2012,3.342,3.155,3.4258,3.1307,9.16K,6.29%
10/1/2012,2.9201,2.9148,2.9564,2.8875,47.56K,-12.62%
10/2/2012,2.8692,2.9191,2.9284,2.86,52.08K,-1.74%
10/3/2012,2.7995,2.8677,2.8677,2.7538,70.69K,-2.43%
10/4/2012,2.9429,2.7994,2.948,2.797,64.07K,5.12%
10/5/2012,2.9525,2.933,2.98,2.9138,59.35K,0.33%
10/8/2012,2.8931,2.95,2.9636,2.889,46.58K,-2.01%
10/9/2012,2.9587,2.9036,2.9825,2.8986,53.11K,2.27%
10/10/2012,2.9593,2.966,2.9929,2.9445,52.19K,0.02%
10/11/2012,2.9556,2.957,2.9735,2.9258,66.38K,-0.13%
10/12/2012,2.8928,2.944,2.955,2.8605,50.53K,-2.12%
10/15/2012,2.8503,2.889,2.8991,2.8368,58.37K,-1.47%
10/16/2012,2.8453,2.8515,2.876,2.8294,49.14K,-0.18%
10/17/2012,2.7817,2.8376,2.8532,2.774,44.73K,-2.24%
10/18/2012,2.7451,2.78,2.7891,2.7112,47.57K,-1.32%
10/19/2012,2.6963,2.7548,2.7861,2.6905,32.19K,-1.78%
10/22/2012,2.6475,2.6933,2.72,2.6425,28.44K,-1.81%
10/23/2012,2.605,2.6495,2.6585,2.569,37.46K,-1.61%
10/24/2012,2.603,2.6155,2.6294,2.57,34.51K,-0.08%
10/25/2012,2.6764,2.6093,2.6909,2.6051,40.13K,2.82%
10/26/2012,2.6991,2.6834,2.732,2.6637,35.95K,0.85%
10/29/2012,2.7568,2.7053,2.8115,2.7053,24.89K,2.14%
10/30/2012,2.7288,2.736,2.7735,2.6916,17.02K,-1.02%
10/31/2012,2.7618,2.7815,2.9375,2.7287,17.13K,1.21%
11/1/2012,2.6336,2.631,2.6726,2.6255,64.86K,-4.64%
11/2/2012,2.5736,2.635,2.6545,2.5661,63.73K,-2.28%
11/5/2012,2.6202,2.5797,2.6345,2.5524,50.71K,1.81%
11/6/2012,2.6989,2.6203,2.715,2.615,64.67K,3.00%
11/7/2012,2.5889,2.6907,2.7064,2.5767,67.22K,-4.08%
11/8/2012,2.6073,2.5978,2.6291,2.5755,52.02K,0.71%
11/9/2012,2.6992,2.6052,2.7085,2.6012,62.59K,3.52%
11/12/2012,2.6763,2.7054,2.7468,2.6661,63.82K,-0.85%
11/13/2012,2.6538,2.6672,2.6724,2.6276,53.74K,-0.84%
11/14/2012,2.679,2.6501,2.7096,2.6428,44.85K,0.95%
11/15/2012,2.6962,2.686,2.709,2.6527,52.07K,0.64%
11/16/2012,2.7101,2.682,2.7222,2.6773,40.42K,0.52%
11/19/2012,2.7545,2.7205,2.7727,2.7145,31.27K,1.64%
11/20/2012,2.7125,2.756,2.756,2.6808,34.92K,-1.52%
11/21/2012,2.7495,2.7351,2.7551,2.7112,33.63K,1.36%
11/23/2012,2.7439,2.7544,2.7609,2.7206,10.89K,-0.20%
11/26/2012,2.7263,2.7439,2.7525,2.7158,35.40K,-0.64%
11/27/2012,2.7321,2.7265,2.7485,2.7053,42.66K,0.21%
11/28/2012,2.7339,2.7351,2.7385,2.6832,31.49K,0.07%
11/29/2012,2.787,2.733,2.792,2.7324,26.03K,1.94%
11/30/2012,2.7614,2.7774,2.8016,2.7539,8.99K,-0.92%
12/3/2012,2.7265,2.7274,2.7627,2.7176,45.40K,-1.26%
12/4/2012,2.689,2.7236,2.7255,2.6775,54.21K,-1.38%
12/5/2012,2.6378,2.6866,2.6949,2.6365,62.38K,-1.90%
12/6/2012,2.5969,2.6425,2.6589,2.5893,57.64K,-1.55%
12/7/2012,2.5974,2.5993,2.6248,2.5933,56.31K,0.02%
12/10/2012,2.5981,2.6072,2.6397,2.5937,54.54K,0.03%
12/11/2012,2.6105,2.6,2.6215,2.5961,48.16K,0.48%
12/12/2012,2.6465,2.62,2.6668,2.62,64.05K,1.38%
12/13/2012,2.6021,2.6495,2.6495,2.5994,66.39K,-1.68%
12/14/2012,2.6621,2.607,2.6698,2.6043,46.04K,2.31%
12/17/2012,2.6546,2.6651,2.6816,2.6529,48.90K,-0.28%
12/18/2012,2.6909,2.6605,2.7068,2.659,41.04K,1.37%
12/19/2012,2.7431,2.6926,2.7485,2.6901,35.35K,1.94%
12/20/2012,2.7543,2.744,2.7773,2.7278,36.62K,0.41%
12/21/2012,2.7347,2.7599,2.7609,2.718,37.74K,-0.71%
12/24/2012,2.7506,2.7407,2.7531,2.7131,14.40K,0.58%
12/26/2012,2.8158,2.7516,2.8243,2.7516,23.01K,2.37%
12/27/2012,2.8213,2.8135,2.8392,2.7959,28.00K,0.20%
12/28/2012,2.7999,2.825,2.8383,2.7851,31.19K,-0.76%
12/31/2012,2.812,2.7943,2.8271,2.765,5.31K,0.43%
1/2/2013,2.7951,2.7617,2.8136,2.7605,43.72K,-0.60%
1/3/2013,2.7977,2.7971,2.8073,2.7821,41.47K,0.09%
1/4/2013,2.7643,2.7934,2.7934,2.7447,50.89K,-1.19%
1/7/2013,2.7774,2.7647,2.7895,2.7433,50.41K,0.47%
1/8/2013,2.7944,2.7852,2.8087,2.7745,54.14K,0.61%
1/9/2013,2.7789,2.7862,2.7865,2.7528,51.20K,-0.55%
1/10/2013,2.7933,2.7735,2.8182,2.7708,50.35K,0.52%
1/11/2013,2.7395,2.7841,2.7879,2.718,57.80K,-1.93%
1/14/2013,2.7541,2.739,2.7603,2.7218,53.00K,0.53%
1/15/2013,2.7066,2.7493,2.761,2.7023,62.75K,-1.72%
1/16/2013,2.7214,2.7067,2.7311,2.6915,47.60K,0.55%
1/17/2013,2.7684,2.7251,2.7757,2.7214,40.07K,1.73%
1/18/2013,2.7968,2.7679,2.8049,2.7526,38.97K,1.03%
1/22/2013,2.8299,2.797,2.85,2.7806,44.51K,1.18%
1/23/2013,2.8338,2.8355,2.8571,2.8229,33.02K,0.14%
1/24/2013,2.8629,2.8335,2.8762,2.8171,29.67K,1.03%
1/25/2013,2.8754,2.86,2.8856,2.8527,29.57K,0.44%
1/28/2013,2.9348,2.8719,2.9442,2.859,30.02K,2.07%
1/29/2013,2.9734,2.925,2.9761,2.9105,22.90K,1.32%
1/30/2013,3.0387,2.9634,3.05,2.9618,29.60K,2.20%
1/31/2013,3.0258,3.0349,3.0375,2.9891,6.04K,-0.42%
2/1/2013,3.0536,3.0306,3.0663,3.0023,51.66K,0.92%
2/4/2013,3.0115,3.0524,3.0524,3.0082,43.66K,-1.38%
2/5/2013,3.0374,3.0155,3.0528,3.0056,50.24K,0.86%
2/6/2013,3.0397,3.0348,3.0535,3.0071,57.79K,0.08%
2/7/2013,2.9999,3.0521,3.0698,2.9825,75.48K,-1.31%
2/8/2013,3.0588,3.0165,3.065,3.0041,53.74K,1.96%
2/11/2013,3.0212,3.06,3.06,3.0055,51.30K,-1.23%
2/12/2013,3.0503,3.022,3.0533,3.0214,54.43K,0.96%
2/13/2013,3.0354,3.0502,3.085,3.0308,62.25K,-0.49%
2/14/2013,3.1166,3.0475,3.1386,3.0391,60.84K,2.68%
2/15/2013,3.1345,3.13,3.1639,3.1073,59.27K,0.57%
2/19/2013,3.1212,3.1399,3.1691,3.102,40.30K,-0.42%
2/20/2013,3.0595,3.121,3.1239,3.0304,35.70K,-1.98%
2/21/2013,3.0365,3.0458,3.0597,2.9782,38.27K,-0.75%
2/22/2013,3.0796,3.0463,3.0962,3.045,32.11K,1.42%
2/25/2013,3.0611,3.0869,3.1434,3.033,36.53K,-0.60%
2/26/2013,2.9816,3.0305,3.0399,2.9549,32.23K,-2.60%
2/27/2013,2.8565,2.9829,2.9996,2.8477,29.82K,-4.20%
2/28/2013,2.9146,2.8695,2.9244,2.827,10.79K,2.03%
3/1/2013,3.1286,3.1029,3.1414,3.059,59.76K,7.34%
3/4/2013,3.0983,3.1271,3.1479,3.0786,52.85K,-0.97%
3/5/2013,3.1482,3.0951,3.153,3.0864,45.77K,1.61%
3/6/2013,3.1247,3.153,3.1719,3.1021,73.55K,-0.75%
3/7/2013,3.1233,3.1247,3.1389,3.0928,52.15K,-0.04%
3/8/2013,3.2035,3.1275,3.211,3.1235,60.68K,2.57%
3/11/2013,3.1524,3.2086,3.2672,3.1355,71.43K,-1.60%
3/12/2013,3.1502,3.1551,3.19,3.1026,66.20K,-0.07%
3/13/2013,3.1423,3.1609,3.187,3.095,59.64K,-0.25%
3/14/2013,3.1413,3.1395,3.1532,3.0983,39.83K,-0.03%
3/15/2013,3.1638,3.1448,3.1783,3.1314,41.33K,0.72%
3/18/2013,3.1289,3.16,3.16,3.0997,28.88K,-1.10%
3/19/2013,3.0451,3.1208,3.122,3.0327,41.03K,-2.68%
3/20/2013,3.1163,3.0455,3.1225,3.0203,40.69K,2.34%
3/21/2013,3.0706,3.1065,3.1278,3.0553,33.67K,-1.47%
3/22/2013,3.0625,3.055,3.084,3.0355,33.04K,-0.26%
3/25/2013,3.0626,3.0523,3.1124,3.0378,28.17K,0.00%
3/26/2013,3.1106,3.059,3.1225,3.0541,29.30K,1.57%
3/27/2013,3.1155,3.1181,3.1307,3.0974,36.17K,0.16%
3/28/2013,3.1054,3.1155,3.1155,3.0649,,-0.32%
4/1/2013,3.1015,3.1105,3.1425,3.0732,43.02K,-0.13%
4/2/2013,3.0408,3.0947,3.1024,3.0199,64.31K,-1.96%
4/3/2013,2.914,3.0448,3.0495,2.9054,83.61K,-4.17%
4/4/2013,2.8987,2.919,2.931,2.8679,71.67K,-0.53%
4/5/2013,2.8636,2.8995,2.9136,2.8502,56.29K,-1.21%
4/8/2013,2.9093,2.88,2.9265,2.8628,60.32K,1.60%
4/9/2013,2.9424,2.9224,2.9491,2.9,73.34K,1.14%
4/10/2013,2.8651,2.9338,2.9358,2.8568,79.83K,-2.63%
4/11/2013,2.831,2.8731,2.8848,2.8207,69.46K,-1.19%
4/12/2013,2.8018,2.8458,2.8504,2.7643,50.20K,-1.03%
4/15/2013,2.7576,2.8014,2.8047,2.7306,47.94K,-1.58%
4/16/2013,2.7818,2.735,2.7912,2.7036,50.94K,0.88%
4/17/2013,2.729,2.7915,2.7965,2.708,51.66K,-1.90%
4/18/2013,2.7555,2.7251,2.7699,2.7025,43.92K,0.97%
4/19/2013,2.7724,2.759,2.785,2.7517,32.18K,0.61%
4/22/2013,2.7694,2.7735,2.8103,2.7481,29.65K,-0.11%
4/23/2013,2.719,2.775,2.7768,2.7106,33.96K,-1.82%
4/24/2013,2.7474,2.7254,2.755,2.7073,46.67K,1.04%
4/25/2013,2.8118,2.7533,2.8132,2.748,33.42K,2.34%
4/26/2013,2.8349,2.8035,2.8379,2.7876,32.23K,0.82%
4/29/2013,2.8275,2.8225,2.8317,2.8072,28.01K,-0.26%
4/30/2013,2.8009,2.8233,2.8295,2.78,12.57K,-0.94%
5/1/2013,2.7193,2.7874,2.7998,2.6879,63.85K,-2.91%
5/2/2013,2.7806,2.7147,2.7828,2.7061,68.42K,2.25%
5/3/2013,2.8254,2.7786,2.8345,2.763,58.40K,1.61%
5/6/2013,2.8657,2.822,2.8693,2.8051,51.22K,1.43%
5/7/2013,2.8334,2.8588,2.8652,2.8211,56.13K,-1.13%
5/8/2013,2.8538,2.8249,2.8728,2.8118,57.33K,0.72%
5/9/2013,2.8851,2.8575,2.8884,2.825,59.98K,1.10%
5/10/2013,2.8603,2.8752,2.88,2.8144,57.03K,-0.86%
5/13/2013,2.821,2.8595,2.8595,2.8065,51.87K,-1.37%
5/14/2013,2.8376,2.8249,2.8522,2.814,51.53K,0.59%
5/15/2013,2.867,2.8381,2.8727,2.7704,67.53K,1.04%
5/16/2013,2.8822,2.868,2.9134,2.8458,57.24K,0.53%
5/17/2013,2.9069,2.8813,2.9276,2.8755,45.24K,0.86%
5/20/2013,2.9056,2.904,2.9201,2.8892,32.55K,-0.04%
5/21/2013,2.8458,2.9013,2.9091,2.83,46.63K,-2.06%
5/22/2013,2.8194,2.8335,2.8361,2.7922,45.17K,-0.93%
5/23/2013,2.8281,2.8201,2.8375,2.7882,34.69K,0.31%
5/24/2013,2.839,2.8349,2.8456,2.8,46.10K,0.39%
5/28/2013,2.8528,2.83,2.88,2.8128,42.72K,0.49%
5/29/2013,2.8031,2.8524,2.8524,2.7896,33.30K,-1.74%
5/30/2013,2.8125,2.7942,2.8244,2.7577,31.54K,0.34%
5/31/2013,2.7792,2.8239,2.8239,2.7585,,-1.18%
6/3/2013,2.7851,2.747,2.823,2.737,53.38K,0.21%
6/4/2013,2.8182,2.7876,2.8315,2.7734,53.42K,1.19%
6/5/2013,2.823,2.8315,2.857,2.8182,52.47K,0.17%
6/6/2013,2.8509,2.8244,2.8541,2.819,41.32K,0.99%
6/7/2013,2.8715,2.8487,2.8859,2.8256,58.99K,0.72%
6/10/2013,2.8481,2.872,2.8872,2.8433,56.03K,-0.81%
6/11/2013,2.8231,2.85,2.8526,2.7853,58.09K,-0.88%
6/12/2013,2.8101,2.8036,2.8408,2.8,58.76K,-0.46%
6/13/2013,2.8613,2.811,2.8681,2.798,53.36K,1.82%
6/14/2013,2.8967,2.868,2.9193,2.8553,44.81K,1.24%
6/17/2013,2.8561,2.897,2.9101,2.8537,42.86K,-1.40%
6/18/2013,2.8794,2.8631,2.8855,2.851,35.54K,0.82%
6/19/2013,2.8924,2.8821,2.903,2.8747,33.09K,0.45%
6/20/2013,2.7872,2.8794,2.8794,2.7755,41.81K,-3.64%
6/21/2013,2.7617,2.7885,2.81,2.7351,36.40K,-0.91%
6/24/2013,2.7376,2.7571,2.7669,2.716,39.89K,-0.87%
6/25/2013,2.7374,2.737,2.7627,2.73,40.32K,-0.01%
6/26/2013,2.7306,2.7292,2.737,2.687,31.96K,-0.25%
6/27/2013,2.7426,2.735,2.7529,2.7206,34.03K,0.44%
6/28/2013,2.752,2.738,2.7643,2.726,7.26K,0.34%
7/1/2013,2.7379,2.7101,2.7578,2.7026,39.98K,-0.51%
7/2/2013,2.7833,2.7436,2.7894,2.7413,46.98K,1.66%
7/3/2013,2.8382,2.785,2.855,2.782,55.65K,1.97%
7/5/2013,2.8968,2.836,2.9016,2.8213,42.13K,2.06%
7/8/2013,2.8837,2.9015,2.9245,2.8682,65.22K,-0.45%
7/9/2013,2.926,2.8725,2.948,2.8687,57.76K,1.47%
7/10/2013,3.0149,2.9472,3.0178,2.943,77.02K,3.04%
7/11/2013,3.0214,2.9953,3.0448,2.9821,69.01K,0.22%
7/12/2013,3.1175,3.0341,3.1455,3.0341,84.89K,3.18%
7/15/2013,3.1029,3.107,3.1268,3.0705,43.13K,-0.47%
7/16/2013,3.1343,3.1148,3.1509,3.0932,48.80K,1.01%
7/17/2013,3.1101,3.1294,3.141,3.0848,50.58K,-0.77%
7/18/2013,3.1098,3.1036,3.1332,3.0782,42.93K,-0.01%
7/19/2013,3.1234,3.1295,3.1632,3.0832,40.82K,0.44%
7/22/2013,3.0551,3.1345,3.1386,3.05,37.98K,-2.19%
7/23/2013,3.0591,3.0609,3.0826,3.0197,30.17K,0.13%
7/24/2013,3.0548,3.078,3.082,3.0342,28.09K,-0.14%
7/25/2013,3.017,3.05,3.055,2.9775,27.93K,-1.24%
7/26/2013,3.0444,3.0255,3.062,3.0125,28.93K,0.91%
7/29/2013,3.0125,3.0531,3.0613,3.005,27.54K,-1.05%
7/30/2013,3.0185,3.0148,3.032,3.0065,25.36K,0.20%
7/31/2013,3.0442,3.0125,3.0562,2.9715,10.12K,0.85%
8/1/2013,3.0284,2.9963,3.0456,2.9826,43.63K,-0.52%
8/2/2013,2.9947,3.0245,3.0335,2.9796,45.77K,-1.11%
8/5/2013,2.9506,2.9947,3.0033,2.9353,51.14K,-1.47%
8/6/2013,2.9151,2.9503,2.9813,2.8859,60.16K,-1.20%
8/7/2013,2.8711,2.9181,2.9209,2.8609,64.64K,-1.51%
8/8/2013,2.8576,2.8711,2.8885,2.8161,63.73K,-0.47%
8/9/2013,2.9082,2.8699,2.9134,2.8585,51.27K,1.77%
8/12/2013,2.9041,2.9082,2.9165,2.8808,48.69K,-0.14%
8/13/2013,2.9425,2.9046,2.9538,2.902,46.09K,1.32%
8/14/2013,2.983,2.9378,2.9906,2.9252,50.68K,1.38%
8/15/2013,2.9845,2.9856,3.0044,2.9625,33.95K,0.05%
8/16/2013,2.9675,2.9853,3.0011,2.9504,45.37K,-0.57%
8/19/2013,2.9333,2.9751,2.9913,2.9237,43.08K,-1.15%
8/20/2013,2.9272,2.927,2.9581,2.8975,36.51K,-0.21%
8/21/2013,2.9377,2.9345,2.9624,2.9174,34.52K,0.36%
8/22/2013,2.9648,2.9409,2.9733,2.9378,28.91K,0.92%
8/23/2013,3.0072,2.972,3.0203,2.968,39.34K,1.43%
8/26/2013,2.9517,3.0051,3.0081,2.947,31.75K,-1.85%
8/27/2013,3.0341,2.96,3.0478,2.9495,33.61K,2.79%
8/28/2013,3.0945,3.0529,3.1033,3.048,26.65K,1.99%
8/29/2013,3.0664,3.0789,3.1095,3.0401,19.49K,-0.91%
8/30/2013,3.0183,3.05,3.0567,2.9844,5.47K,-1.57%
9/3/2013,2.8646,2.8875,2.9001,2.825,56.69K,-5.09%
9/4/2013,2.8643,2.8605,2.8753,2.8365,48.41K,-0.01%
9/5/2013,2.836,2.8555,2.8693,2.8164,44.04K,-0.99%
9/6/2013,2.8537,2.8337,2.875,2.8289,44.94K,0.62%
9/9/2013,2.8024,2.8479,2.8509,2.7824,56.67K,-1.80%
9/10/2013,2.7357,2.786,2.8043,2.732,61.31K,-2.38%
9/11/2013,2.7122,2.7365,2.7535,2.7078,57.75K,-0.86%
9/12/2013,2.7627,2.723,2.772,2.7122,48.77K,1.86%
9/13/2013,2.7696,2.7671,2.7798,2.7425,45.57K,0.25%
9/16/2013,2.7166,2.7525,2.7599,2.708,42.60K,-1.91%
9/17/2013,2.6611,2.7164,2.7221,2.6443,46.67K,-2.04%
9/18/2013,2.7421,2.6554,2.7457,2.6448,43.66K,3.04%
9/19/2013,2.6972,2.7405,2.763,2.6771,34.79K,-1.64%
9/20/2013,2.6842,2.697,2.7164,2.6755,31.17K,-0.48%
9/23/2013,2.623,2.6843,2.6901,2.616,37.61K,-2.28%
9/24/2013,2.6592,2.6196,2.6608,2.6065,36.96K,1.38%
9/25/2013,2.6729,2.6531,2.7025,2.6531,29.47K,0.52%
9/26/2013,2.705,2.6611,2.7073,2.661,26.59K,1.20%
9/27/2013,2.6762,2.7035,2.718,2.6636,29.74K,-1.06%
9/30/2013,2.6347,2.6642,2.6642,2.6199,12.07K,-1.55%
10/1/2013,2.6106,2.6234,2.6291,2.5723,52.98K,-0.91%
10/2/2013,2.6287,2.596,2.6335,2.5893,56.11K,0.69%
10/3/2013,2.6396,2.631,2.6712,2.624,55.32K,0.41%
10/4/2013,2.6076,2.63,2.6561,2.6005,54.90K,-1.21%
10/7/2013,2.6261,2.6047,2.6307,2.5629,65.07K,0.71%
10/8/2013,2.6306,2.6312,2.657,2.6218,49.28K,0.17%
10/9/2013,2.623,2.6365,2.6535,2.595,57.73K,-0.29%
10/10/2013,2.6981,2.623,2.7083,2.6195,70.69K,2.86%
10/11/2013,2.6681,2.6925,2.6931,2.6523,55.74K,-1.11%
10/14/2013,2.6668,2.6615,2.6775,2.6266,38.24K,-0.05%
10/15/2013,2.6598,2.6625,2.6797,2.6483,43.08K,-0.26%
10/16/2013,2.7021,2.6577,2.724,2.655,48.16K,1.59%
10/17/2013,2.6479,2.7005,2.7088,2.6344,49.68K,-2.01%
10/18/2013,2.6732,2.6458,2.68,2.6378,36.74K,0.96%
10/21/2013,2.6538,2.671,2.684,2.6518,24.16K,-0.73%
10/22/2013,2.6167,2.6552,2.6795,2.614,38.28K,-1.40%
10/23/2013,2.5523,2.6195,2.6219,2.5488,31.78K,-2.46%
10/24/2013,2.5896,2.5503,2.5908,2.5417,39.82K,1.46%
10/25/2013,2.5871,2.5836,2.5956,2.5602,24.90K,-0.10%
10/28/2013,2.6309,2.5904,2.6463,2.5846,26.21K,1.69%
10/29/2013,2.6098,2.631,2.6319,2.5936,26.34K,-0.80%
10/30/2013,2.6508,2.605,2.656,2.605,32.88K,1.57%
10/31/2013,2.6337,2.6409,2.6485,2.6103,10.43K,-0.65%
11/1/2013,2.5454,2.597,2.5996,2.5347,55.12K,-3.35%
11/4/2013,2.5282,2.5429,2.5542,2.5153,58.61K,-0.68%
11/5/2013,2.5161,2.5284,2.5417,2.5138,56.43K,-0.48%
11/6/2013,2.548,2.5388,2.572,2.5345,74.10K,1.27%
11/7/2013,2.5031,2.5415,2.5491,2.4945,76.89K,-1.76%
11/8/2013,2.5534,2.5075,2.5679,2.5008,62.45K,2.01%
11/11/2013,2.5965,2.5486,2.6085,2.5486,51.07K,1.69%
11/12/2013,2.5864,2.606,2.634,2.5717,56.15K,-0.39%
11/13/2013,2.628,2.5906,2.644,2.5864,57.52K,1.61%
11/14/2013,2.6837,2.6341,2.7148,2.6341,66.98K,2.12%
11/15/2013,2.6577,2.6852,2.6968,2.6411,58.02K,-0.97%
11/18/2013,2.6568,2.6584,2.6713,2.6208,42.57K,-0.03%
11/19/2013,2.6395,2.6511,2.6787,2.6307,42.70K,-0.65%
11/20/2013,2.663,2.6361,2.673,2.6201,39.31K,0.89%
11/21/2013,2.7438,2.6595,2.746,2.6575,39.40K,3.03%
11/22/2013,2.7261,2.7368,2.7676,2.7173,39.60K,-0.65%
11/25/2013,2.6807,2.714,2.714,2.6598,42.73K,-1.67%
11/26/2013,2.6869,2.6773,2.6979,2.6732,36.16K,0.23%
11/27/2013,2.6983,2.695,2.7128,2.6762,25.21K,0.42%
11/29/2013,2.6841,2.7047,2.7072,2.6625,3.92K,-0.53%
