Date,Price,Open,High,Low,Vol.,Change %
3/16/2022,2.952,2.9422,3.063,2.9225,5.31K,-0.46%
3/17/2022,3.1822,2.968,3.1917,2.968,10.52K,7.80%
3/18/2022,3.2059,3.216,3.2324,3.1322,11.74K,0.74%
3/21/2022,3.3379,3.245,3.3676,3.245,7.17K,4.12%
3/22/2022,3.3046,3.3499,3.3903,3.2727,6.38K,-1.00%
3/23/2022,3.4195,3.3285,3.4339,3.3145,11.97K,3.48%
3/24/2022,3.3689,3.4531,3.468,3.3214,6.88K,-1.48%
3/25/2022,3.4363,3.3509,3.4392,3.2915,11.47K,2.00%
3/28/2022,3.1962,3.3679,3.378,3.127,13.09K,-6.99%
3/29/2022,3.1767,3.1843,3.2701,3.0366,7.45K,-0.61%
3/30/2022,3.2864,3.2302,3.3064,3.224,11.73K,3.45%
3/31/2022,3.0978,3.1354,3.1816,3.0714,16.63K,-5.74%
4/1/2022,3.1089,3.1029,3.1267,3.059,4.49K,0.36%
4/4/2022,3.1561,3.0877,3.1951,3.0782,4.30K,1.52%
4/5/2022,3.1311,3.1995,3.2067,3.0744,5.16K,-0.79%
4/6/2022,3.0186,3.1086,3.1704,3.0057,8.43K,-3.59%
4/7/2022,3.0205,3.0535,3.0751,2.9653,9.15K,0.06%
4/8/2022,3.1091,3.0072,3.1185,3.004,11.08K,2.93%
4/11/2022,2.9892,3.0643,3.0643,2.974,11.97K,-3.86%
4/12/2022,3.1375,3.025,3.1553,3.022,13.72K,4.96%
4/13/2022,3.2706,3.149,3.2796,3.1269,16.60K,4.24%
4/14/2022,3.3606,3.2579,3.375,3.215,17.13K,2.75%
4/18/2022,3.358,3.395,3.4234,3.3154,13.15K,-0.08%
4/19/2022,3.2289,3.3645,3.3645,3.193,14.09K,-3.84%
4/20/2022,3.2618,3.2246,3.2833,3.1755,11.56K,1.02%
4/21/2022,3.3175,3.2876,3.3274,3.2527,12.48K,1.71%
4/22/2022,3.286,3.3051,3.3051,3.2439,11.44K,-0.95%
4/25/2022,3.2206,3.2394,3.2394,3.1228,9.03K,-1.99%
4/26/2022,3.311,3.229,3.3494,3.1814,16.66K,2.81%
4/27/2022,3.4135,3.3529,3.435,3.2947,16.33K,3.10%
4/28/2022,3.4759,3.405,3.4896,3.377,21.54K,1.83%
4/29/2022,3.3744,3.3812,3.4294,3.3526,17.26K,-2.92%
5/2/2022,3.4291,3.3599,3.4491,3.2816,18.75K,1.62%
5/3/2022,3.4187,3.4262,3.4589,3.3647,15.66K,-0.30%
5/4/2022,3.5675,3.4711,3.5887,3.4598,15.90K,4.35%
5/5/2022,3.58,3.5795,3.6375,3.5171,10.52K,0.35%
5/6/2022,3.661,3.6,3.7089,3.5728,12.96K,2.26%
5/9/2022,3.5296,3.675,3.675,3.5055,10.59K,-3.59%
5/10/2022,3.4349,3.4491,3.5488,3.4044,9.65K,-2.68%
5/11/2022,3.5736,3.4639,3.5908,3.4509,11.14K,4.04%
5/12/2022,3.645,3.5287,3.6591,3.5057,13.11K,2.00%
5/13/2022,3.7848,3.6759,3.7975,3.6759,14.61K,3.84%
5/16/2022,3.8405,3.815,3.8765,3.7559,9.48K,1.47%
5/17/2022,3.7763,3.8295,3.8719,3.7511,11.50K,-1.67%
5/18/2022,3.5913,3.78,3.8141,3.5579,11.51K,-4.90%
5/19/2022,3.6776,3.5902,3.6845,3.4302,11.27K,2.40%
5/20/2022,3.6897,3.6658,3.7362,3.6413,11.06K,0.33%
5/23/2022,3.6802,3.704,3.7224,3.5565,9.51K,-0.26%
5/24/2022,3.6897,3.5788,3.6961,3.5376,15.82K,0.26%
5/25/2022,3.7253,3.7112,3.7595,3.6809,11.43K,0.96%
5/26/2022,3.7924,3.732,3.8309,3.7137,11.11K,1.80%
5/27/2022,3.9119,3.785,3.9215,3.7653,9.81K,3.15%
5/30/2022,3.7606,3.7623,3.7765,3.7353,1.43K,-3.87%
5/31/2022,3.7455,3.7962,3.8655,3.7387,8.55K,-0.40%
6/1/2022,3.8712,3.7781,3.9028,3.7781,10.38K,3.36%
6/2/2022,3.9726,3.805,4.0075,3.7892,7.39K,2.62%
6/3/2022,4.0278,3.9981,4.077,3.944,4.96K,1.39%
6/6/2022,3.9904,4.0385,4.0842,3.9771,6.57K,-0.93%
6/7/2022,3.9788,4.0324,4.0325,3.8905,9.56K,-0.29%
6/8/2022,4.0425,3.968,4.0627,3.9188,10.07K,1.60%
6/9/2022,4.0839,4.0204,4.1105,4.0069,7.15K,1.02%
6/10/2022,3.9976,4.0605,4.1214,3.9539,9.27K,-2.11%
6/13/2022,3.8929,3.9718,3.9835,3.8284,6.28K,-2.62%
6/14/2022,3.8419,3.8819,3.9753,3.7955,6.59K,-1.31%
6/15/2022,3.7705,3.82,3.8724,3.7487,6.29K,-1.86%
6/16/2022,3.8438,3.8162,3.8479,3.6961,7.31K,1.94%
6/17/2022,3.6812,3.798,3.8387,3.5519,10.95K,-4.23%
6/20/2022,3.7246,3.7307,3.7366,3.6091,3.64K,1.18%
6/21/2022,3.6953,3.7404,3.8316,3.6806,10.78K,-0.79%
6/22/2022,3.7298,3.6331,3.7387,3.5584,8.34K,0.93%
6/23/2022,3.661,3.6699,3.7657,3.613,8.32K,-1.84%
6/24/2022,3.7817,3.6644,3.7869,3.625,6.07K,3.30%
6/27/2022,3.7399,3.7614,3.8275,3.7158,6.06K,-1.11%
6/28/2022,3.8442,3.778,3.8502,3.6972,7.05K,2.79%
6/29/2022,3.7233,3.8043,3.8653,3.6554,10.11K,-3.14%
6/30/2022,3.4019,3.5394,3.5395,3.3442,9.21K,-8.63%
7/1/2022,3.5312,3.4025,3.5772,3.3764,5.74K,3.80%
7/4/2022,3.553,3.5167,3.5834,3.4892,1.66K,0.62%
7/5/2022,3.1906,3.5356,3.5733,3.141,8.10K,-10.20%
7/6/2022,3.0905,3.224,3.2498,3.0531,6.12K,-3.14%
7/7/2022,3.2459,3.1169,3.3147,3.0833,6.45K,5.03%
7/8/2022,3.2824,3.255,3.3096,3.1886,4.10K,1.12%
7/11/2022,3.3103,3.2526,3.3221,3.2074,4.56K,0.85%
7/12/2022,3.1185,3.265,3.265,3.0839,4.30K,-5.79%
7/13/2022,3.0806,3.1105,3.1404,3.0175,8.00K,-1.22%
7/14/2022,3.0172,3.084,3.1164,2.9366,7.63K,-2.06%
7/15/2022,3.0541,3.0213,3.1102,2.9712,4.71K,1.22%
7/18/2022,3.1204,3.0688,3.1835,3.0668,5.71K,2.17%
7/19/2022,3.1689,3.128,3.1755,3.0646,4.30K,1.55%
7/20/2022,3.1356,3.1614,3.1757,3.1104,4.72K,-1.05%
7/21/2022,2.9979,3.106,3.106,2.8911,6.86K,-4.39%
7/22/2022,3.0268,2.9882,3.0655,2.9383,6.82K,0.96%
7/25/2022,3.1163,2.9957,3.1258,2.9783,6.01K,2.96%
7/26/2022,3.0818,3.1021,3.1934,3.0417,7.89K,-1.11%
7/27/2022,3.1536,3.0964,3.1822,3.091,8.70K,2.33%
7/28/2022,3.1018,3.1901,3.1901,3.0622,7.63K,-1.64%
7/29/2022,2.8652,2.8463,2.9585,2.8455,7.98K,-7.63%
8/1/2022,2.743,2.8416,2.85,2.686,6.78K,-4.26%
8/2/2022,2.7826,2.7168,2.8361,2.7001,7.07K,1.44%
8/3/2022,2.6644,2.7852,2.8465,2.6563,9.59K,-4.25%
8/4/2022,2.5631,2.6669,2.681,2.5369,7.80K,-3.80%
8/5/2022,2.6028,2.5484,2.6324,2.5375,7.46K,1.55%
8/8/2022,2.6497,2.6346,2.6606,2.5797,6.21K,1.80%
8/9/2022,2.7075,2.6664,2.7268,2.638,7.43K,2.18%
8/10/2022,2.7945,2.7029,2.8049,2.6635,10.46K,3.21%
8/11/2022,2.8067,2.7844,2.8343,2.7693,7.81K,0.44%
8/12/2022,2.7817,2.8003,2.8156,2.7393,7.23K,-0.89%
8/15/2022,2.7101,2.7504,2.7504,2.644,6.75K,-2.57%
8/16/2022,2.6603,2.6956,2.722,2.6463,6.00K,-1.84%
8/17/2022,2.7117,2.6625,2.7142,2.6441,9.87K,1.93%
8/18/2022,2.7884,2.713,2.8101,2.7004,7.29K,2.83%
8/19/2022,2.7889,2.8096,2.8189,2.7376,5.43K,0.02%
8/22/2022,2.6822,2.7488,2.7958,2.6162,8.65K,-3.83%
8/23/2022,2.7463,2.6845,2.7645,2.6573,9.44K,2.39%
8/24/2022,2.647,2.726,2.7649,2.5995,9.39K,-3.62%
8/25/2022,2.6524,2.6589,2.6997,2.6196,7.66K,0.20%
8/26/2022,2.6774,2.6602,2.6919,2.5657,7.65K,0.94%
8/29/2022,2.7161,2.662,2.723,2.6275,4.00K,1.45%
8/30/2022,2.5303,2.7168,2.7243,2.5166,5.26K,-6.84%
8/31/2022,2.3879,2.5143,2.5143,2.3684,8.77K,-5.63%
9/1/2022,2.3377,2.365,2.3802,2.3095,8.98K,-2.10%
9/2/2022,2.4059,2.3842,2.439,2.3814,7.98K,2.92%
9/5/2022,2.445,2.4325,2.4703,2.4249,2.66K,1.63%
9/6/2022,2.368,2.4234,2.457,2.3631,6.37K,-3.15%
9/7/2022,2.267,2.3486,2.4132,2.2594,7.22K,-4.27%
9/8/2022,2.3077,2.285,2.3203,2.2501,5.62K,1.80%
9/9/2022,2.3938,2.3169,2.4013,2.298,5.74K,3.73%
9/12/2022,2.4097,2.3694,2.452,2.3694,7.29K,0.66%
9/13/2022,2.437,2.4398,2.4684,2.3781,9.72K,1.13%
9/14/2022,2.4783,2.4529,2.5153,2.3915,12.06K,1.69%
9/15/2022,2.3848,2.4846,2.4846,2.3447,10.38K,-3.77%
9/16/2022,2.3753,2.3802,2.4031,2.3396,7.58K,-0.40%
9/19/2022,2.4151,2.3665,2.4205,2.3026,7.24K,1.68%
9/20/2022,2.3925,2.4353,2.4552,2.3751,6.24K,-0.94%
9/21/2022,2.4124,2.3856,2.4639,2.3796,7.97K,0.83%
9/22/2022,2.4316,2.4097,2.5037,2.4097,6.80K,0.80%
9/23/2022,2.3081,2.4403,2.4403,2.2724,7.64K,-5.08%
9/26/2022,2.2888,2.3081,2.3622,2.2602,7.42K,-0.84%
9/27/2022,2.3727,2.2991,2.3925,2.2991,7.01K,3.67%
9/28/2022,2.4617,2.3509,2.4641,2.3375,5.49K,3.75%
9/29/2022,2.4027,2.442,2.4664,2.3963,4.41K,-2.40%
9/30/2022,2.2789,2.2903,2.337,2.2402,9.71K,-5.15%
10/3/2022,2.3932,2.3287,2.4079,2.3287,12.17K,5.02%
10/4/2022,2.5153,2.4019,2.5208,2.4019,12.09K,5.10%
10/5/2022,2.5212,2.5076,2.5421,2.4477,9.65K,0.23%
10/6/2022,2.5344,2.5049,2.5516,2.4873,10.07K,0.52%
10/7/2022,2.591,2.5462,2.6164,2.5278,10.03K,2.23%
10/10/2022,2.4909,2.5655,2.5878,2.4701,10.49K,-3.86%
10/11/2022,2.4805,2.4739,2.4877,2.4415,12.61K,-0.42%
10/12/2022,2.4713,2.4516,2.5079,2.4199,10.80K,-0.37%
10/13/2022,2.5321,2.4533,2.5381,2.4204,8.27K,2.46%
10/14/2022,2.454,2.5159,2.5292,2.4307,8.38K,-3.08%
10/17/2022,2.4344,2.4665,2.4931,2.4197,6.22K,-0.80%
10/18/2022,2.4074,2.4557,2.4593,2.3533,9.32K,-1.11%
10/19/2022,2.4807,2.4254,2.4856,2.3974,6.33K,3.04%
10/20/2022,2.4661,2.4894,2.5359,2.4635,5.23K,-0.59%
10/21/2022,2.4748,2.4628,2.4935,2.4416,5.14K,0.35%
10/24/2022,2.4984,2.4424,2.515,2.4059,6.70K,0.95%
10/25/2022,2.5567,2.5063,2.5592,2.4549,7.98K,2.33%
10/26/2022,2.5776,2.537,2.6055,2.5262,7.51K,0.82%
10/27/2022,2.6415,2.6094,2.658,2.5653,6.21K,2.48%
10/28/2022,2.5629,2.6294,2.6337,2.5315,4.67K,-2.98%
10/31/2022,2.4589,2.4485,2.5021,2.4186,5.89K,-4.06%
11/1/2022,2.5249,2.4894,2.5425,2.4739,4.52K,2.68%
11/2/2022,2.608,2.5283,2.6162,2.5126,5.69K,3.29%
11/3/2022,2.5828,2.5934,2.5945,2.5386,9.30K,-0.97%
11/4/2022,2.6489,2.5961,2.6974,2.5961,7.20K,2.56%
11/7/2022,2.5923,2.6276,2.6529,2.5881,5.52K,-2.14%
11/8/2022,2.5645,2.6041,2.6201,2.5439,8.28K,-1.07%
11/9/2022,2.4765,2.5626,2.5626,2.4737,6.41K,-3.43%
11/10/2022,2.5086,2.4872,2.525,2.4596,6.91K,1.30%
11/11/2022,2.5556,2.5559,2.5812,2.5267,6.84K,1.87%
11/14/2022,2.4719,2.5788,2.5818,2.4652,7.65K,-3.28%
11/15/2022,2.4742,2.4733,2.5283,2.4431,8.76K,0.09%
11/16/2022,2.4597,2.461,2.499,2.4116,10.48K,-0.59%
11/17/2022,2.3975,2.4518,2.4565,2.3867,10.51K,-2.53%
11/18/2022,2.351,2.3968,2.4076,2.3015,5.13K,-1.94%
11/21/2022,2.3646,2.3199,2.389,2.2569,6.81K,0.58%
11/22/2022,2.4438,2.3864,2.47,2.3864,5.44K,3.35%
11/23/2022,2.393,2.4478,2.4515,2.3249,5.45K,-2.08%
11/24/2022,2.3722,2.3816,2.3864,2.3544,1.08K,-0.87%
11/25/2022,2.2729,2.3714,2.4062,2.2641,4.72K,-4.19%
11/28/2022,2.2723,2.2468,2.3082,2.2243,5.25K,-0.03%
11/29/2022,2.2878,2.234,2.3257,2.234,3.94K,0.68%
11/30/2022,2.3825,2.303,2.3859,2.2974,8.37K,4.14%
12/1/2022,2.3419,2.373,2.4143,2.3354,6.34K,-1.70%
12/2/2022,2.2871,2.3305,2.3562,2.2751,5.98K,-2.34%
12/5/2022,2.2122,2.3285,2.3484,2.2075,7.56K,-3.27%
12/6/2022,2.1606,2.2414,2.2414,2.1424,9.77K,-2.33%
12/7/2022,2.0886,2.1696,2.1787,2.0845,9.19K,-3.33%
12/8/2022,2.0612,2.0963,2.1394,2.0547,8.95K,-1.31%
12/9/2022,2.0672,2.0753,2.0898,2.0468,7.01K,0.29%
12/12/2022,2.0952,2.0607,2.1069,2.0344,8.87K,1.35%
12/13/2022,2.176,2.1122,2.1878,2.104,7.73K,3.86%
12/14/2022,2.2536,2.1728,2.2616,2.1696,6.23K,3.57%
12/15/2022,2.18,2.2509,2.2553,2.1778,5.16K,-3.27%
12/16/2022,2.1459,2.1906,2.1934,2.1186,6.17K,-1.56%
12/19/2022,2.1906,2.1554,2.2067,2.1464,7.75K,2.08%
12/20/2022,2.232,2.1933,2.2408,2.176,5.04K,1.89%
12/21/2022,2.2647,2.2318,2.2815,2.2225,7.44K,1.47%
12/22/2022,2.2597,2.2881,2.2963,2.2339,4.15K,-0.22%
12/23/2022,2.3915,2.286,2.3939,2.2636,3.30K,5.83%
12/26/2022,2.423,2.3981,2.4233,2.3971,,1.32%
12/27/2022,2.3683,2.4022,2.4168,2.359,4.08K,-2.26%
12/28/2022,2.3721,2.3769,2.3789,2.3061,4.76K,0.16%
12/29/2022,2.3767,2.349,2.3875,2.3123,2.30K,0.19%
12/30/2022,2.4783,2.3759,2.483,2.3678,4.42K,4.27%
1/2/2023,2.4931,2.5011,2.5069,2.4858,,0.60%
1/3/2023,2.3659,2.485,2.4896,2.3562,7.99K,-5.10%
1/4/2023,2.2637,2.3779,2.3779,2.2511,5.52K,-4.32%
1/5/2023,2.2732,2.3025,2.3128,2.2646,6.91K,0.42%
1/6/2023,2.2515,2.2951,2.3169,2.2451,6.73K,-0.95%
1/9/2023,2.2995,2.274,2.3403,2.274,6.84K,2.13%
1/10/2023,2.3335,2.2954,2.3537,2.29,5.66K,1.48%
1/11/2023,2.4392,2.3198,2.4432,2.3198,7.94K,4.53%
1/12/2023,2.4819,2.4412,2.4985,2.4315,7.10K,1.75%
1/13/2023,2.5393,2.4604,2.5448,2.4604,7.95K,2.31%
1/16/2023,2.5108,2.5315,2.5413,2.5006,2.92K,-1.12%
1/17/2023,2.5542,2.5111,2.5781,2.5074,8.21K,1.73%
1/18/2023,2.5338,2.5766,2.6048,2.5191,9.42K,-0.80%
1/19/2023,2.6032,2.5003,2.6279,2.4993,10.92K,2.74%
1/20/2023,2.65,2.624,2.6727,2.6073,6.46K,1.80%
1/23/2023,2.7001,2.6386,2.7126,2.6386,5.32K,1.89%
1/24/2023,2.6521,2.6858,2.7015,2.6386,6.79K,-1.78%
1/25/2023,2.5978,2.7146,2.7157,2.5839,7.07K,-2.05%
1/26/2023,2.6166,2.5879,2.661,2.5668,5.16K,0.72%
1/27/2023,2.5935,2.629,2.6466,2.5713,7.76K,-0.88%
1/30/2023,2.5058,2.6046,2.6046,2.5004,3.46K,-3.38%
1/31/2023,2.7352,2.6639,2.7397,2.65,14.04K,9.15%
2/1/2023,2.6318,2.7329,2.7578,2.6113,13.54K,-3.78%
2/2/2023,2.6246,2.6358,2.6602,2.6153,11.30K,-0.27%
2/3/2023,2.5119,2.626,2.6498,2.5064,16.55K,-4.29%
2/6/2023,2.5532,2.5125,2.5611,2.4674,23.94K,1.64%
2/7/2023,2.6351,2.587,2.6429,2.5746,19.56K,3.21%
2/8/2023,2.6518,2.6345,2.6602,2.5984,18.00K,0.63%
2/9/2023,2.6412,2.6683,2.6683,2.5992,16.57K,-0.40%
2/10/2023,2.7019,2.6262,2.7077,2.6237,18.77K,2.30%
2/13/2023,2.7276,2.6849,2.7298,2.665,23.19K,0.95%
2/14/2023,2.6939,2.7136,2.7198,2.6493,7.46K,-1.24%
2/15/2023,2.6942,2.6936,2.7052,2.634,9.10K,0.01%
2/16/2023,2.6456,2.7005,2.7095,2.6263,9.29K,-1.80%
2/17/2023,2.6222,2.6276,2.6276,2.5603,10.45K,-0.88%
2/20/2023,2.6526,2.6338,2.6608,2.6311,1.20K,1.16%
2/21/2023,2.6233,2.6307,2.6537,2.6097,8.76K,-1.10%
2/22/2023,2.5502,2.6217,2.6256,2.5363,7.86K,-2.79%
2/23/2023,2.5848,2.5424,2.606,2.5389,6.26K,1.36%
2/24/2023,2.5814,2.6112,2.6112,2.5223,3.84K,-0.13%
2/27/2023,2.584,2.588,2.6008,2.5605,3.33K,0.10%
2/28/2023,2.632,2.5784,2.6445,2.5771,4.66K,1.86%
3/1/2023,2.6644,2.6533,2.6667,2.616,12.90K,1.23%
3/2/2023,2.6894,2.6594,2.6957,2.6512,10.43K,0.94%
3/3/2023,2.7412,2.6855,2.7451,2.6157,17.68K,1.93%
3/6/2023,2.7841,2.7168,2.7857,2.7002,16.71K,1.57%
3/7/2023,2.6899,2.7886,2.795,2.665,10.76K,-3.38%
3/8/2023,2.6777,2.6744,2.6878,2.6453,8.00K,-0.45%
3/9/2023,2.5972,2.6772,2.6956,2.5924,7.40K,-3.01%
3/10/2023,2.6378,2.5879,2.6483,2.5641,6.74K,1.56%
3/13/2023,2.5809,2.6499,2.6499,2.5204,12.59K,-2.16%
3/14/2023,2.5362,2.5921,2.5952,2.5209,9.89K,-1.73%
3/15/2023,2.4189,2.5488,2.5794,2.3696,13.64K,-4.63%
3/16/2023,2.4746,2.4515,2.4827,2.364,11.51K,2.30%
3/17/2023,2.4658,2.4781,2.5262,2.4186,10.87K,-0.36%
3/20/2023,2.4968,2.4692,2.4987,2.3817,10.59K,1.26%
3/21/2023,2.5063,2.4842,2.5293,2.4755,5.65K,0.38%
3/22/2023,2.56,2.4915,2.5675,2.4822,9.18K,2.14%
3/23/2023,2.5671,2.5419,2.6108,2.5377,10.49K,0.28%
3/24/2023,2.5548,2.5703,2.5766,2.4971,7.17K,-0.48%
3/27/2023,2.6551,2.5487,2.6626,2.5382,7.17K,3.93%
3/28/2023,2.6805,2.658,2.6889,2.6297,9.39K,0.96%
3/29/2023,2.6373,2.6911,2.6992,2.6215,6.89K,-1.61%
3/30/2023,2.6378,2.6366,2.659,2.5998,10.37K,0.02%
3/31/2023,2.628,2.5799,2.6357,2.5559,20.31K,-0.37%
4/3/2023,2.7087,2.728,2.7405,2.6926,22.83K,3.07%
4/4/2023,2.6924,2.7292,2.7377,2.6593,25.96K,-0.60%
4/5/2023,2.7505,2.7115,2.7539,2.6934,33.78K,2.16%
4/6/2023,2.7499,2.7559,2.7688,2.7251,21.98K,-0.02%
4/10/2023,2.7463,2.741,2.7627,2.7097,17.32K,-0.13%
4/11/2023,2.801,2.7534,2.8028,2.7259,25.21K,1.99%
4/12/2023,2.8144,2.7942,2.8273,2.7576,20.33K,0.48%
4/13/2023,2.7802,2.784,2.8014,2.7727,20.89K,-1.22%
4/14/2023,2.7865,2.7844,2.792,2.7535,20.15K,0.23%
4/17/2023,2.7306,2.7826,2.7826,2.7156,15.11K,-2.01%
4/18/2023,2.7082,2.7355,2.7402,2.6856,8.56K,-0.82%
4/19/2023,2.6131,2.6844,2.6924,2.6057,11.95K,-3.51%
4/20/2023,2.56,2.5835,2.59,2.5333,9.44K,-2.03%
4/21/2023,2.5753,2.5627,2.6086,2.5545,8.04K,0.60%
4/24/2023,2.61,2.5479,2.6212,2.5276,6.43K,1.35%
4/25/2023,2.5583,2.6118,2.622,2.5341,7.33K,-1.98%
4/26/2023,2.5125,2.5696,2.5835,2.5065,7.44K,-1.79%
4/27/2023,2.4927,2.5125,2.5254,2.4794,7.08K,-0.79%
4/28/2023,2.488,2.4538,2.51,2.4339,14.95K,-0.19%
5/1/2023,2.5028,2.476,2.5079,2.4342,10.23K,0.59%
5/2/2023,2.3903,2.4994,2.5099,2.3799,15.28K,-4.49%
5/3/2023,2.285,2.3855,2.3922,2.2698,16.38K,-4.41%
5/4/2023,2.2898,2.2655,2.3204,2.2546,17.06K,0.21%
5/5/2023,2.345,2.2956,2.3651,2.2941,16.91K,2.41%
5/8/2023,2.4216,2.3539,2.4296,2.3539,17.20K,3.27%
5/9/2023,2.4392,2.4115,2.4415,2.3755,14.44K,0.73%
5/10/2023,2.4475,2.4468,2.4642,2.4156,17.15K,0.34%
5/11/2023,2.4093,2.4523,2.4668,2.3985,11.81K,-1.56%
5/12/2023,2.3811,2.4115,2.4256,2.3676,16.46K,-1.17%
5/15/2023,2.4235,2.3745,2.4335,2.3578,31.98K,1.78%
5/16/2023,2.4294,2.4303,2.4393,2.4006,21.24K,0.24%
5/17/2023,2.5139,2.4279,2.5195,2.4142,28.32K,3.48%
5/18/2023,2.5049,2.511,2.5183,2.4849,20.03K,-0.36%
5/19/2023,2.4977,2.526,2.5514,2.4867,13.58K,-0.29%
5/22/2023,2.5389,2.479,2.5611,2.4714,13.76K,1.65%
5/23/2023,2.56,2.5668,2.6014,2.5365,16.88K,0.83%
5/24/2023,2.62,2.5975,2.6228,2.5698,9.76K,2.34%
5/25/2023,2.5526,2.613,2.615,2.517,10.32K,-2.57%
5/26/2023,2.5913,2.5522,2.6082,2.541,12.34K,1.52%
5/29/2023,2.5943,2.5989,2.5989,2.5455,1.08K,0.12%
5/30/2023,2.4792,2.586,2.586,2.4661,16.72K,-4.44%
5/31/2023,2.3756,2.4175,2.4175,2.3514,29.64K,-4.18%
6/1/2023,2.3762,2.3776,2.4204,2.3403,26.82K,0.03%
6/2/2023,2.4382,2.3775,2.4508,2.3752,26.16K,2.61%
6/5/2023,2.4581,2.4811,2.5042,2.4482,28.97K,0.82%
6/6/2023,2.4876,2.4583,2.4991,2.4249,42.72K,1.20%
6/7/2023,2.5405,2.4608,2.5531,2.4585,44.22K,2.13%
6/8/2023,2.515,2.5395,2.5717,2.4458,39.58K,-1.00%
6/9/2023,2.4936,2.5011,2.5328,2.4905,26.23K,-0.85%
6/12/2023,2.3973,2.4785,2.4785,2.3905,31.70K,-3.86%
6/13/2023,2.4644,2.4093,2.4816,2.404,28.51K,2.80%
6/14/2023,2.4503,2.4472,2.4896,2.4449,20.00K,-0.57%
6/15/2023,2.5378,2.4562,2.547,2.444,24.65K,3.57%
6/16/2023,2.5885,2.5418,2.5894,2.5327,30.03K,2.00%
6/19/2023,2.5624,2.5685,2.5825,2.5501,4.16K,-1.01%
6/20/2023,2.5199,2.5485,2.571,2.4867,12.28K,-1.66%
6/21/2023,2.5381,2.5124,2.5481,2.4793,14.25K,0.72%
6/22/2023,2.4715,2.5225,2.5225,2.4445,12.25K,-2.62%
6/23/2023,2.4366,2.447,2.4555,2.4017,8.60K,-1.41%
6/26/2023,2.4548,2.4467,2.4663,2.4216,10.77K,0.75%
6/27/2023,2.4221,2.4664,2.4833,2.4144,9.25K,-1.33%
6/28/2023,2.4971,2.4535,2.5045,2.4224,7.77K,3.10%
6/29/2023,2.5034,2.4915,2.513,2.4738,12.23K,0.25%
6/30/2023,2.4625,2.4079,2.4648,2.4026,13.49K,-1.63%
7/3/2023,2.3911,2.4583,2.4797,2.39,12.15K,-2.90%
7/4/2023,2.442,2.4055,2.4477,2.403,3.63K,2.13%
7/5/2023,2.4461,2.4341,2.475,2.4257,14.71K,0.17%
7/6/2023,2.4608,2.446,2.4686,2.3934,27.76K,0.60%
7/7/2023,2.5089,2.465,2.5136,2.4571,19.08K,1.95%
7/10/2023,2.494,2.4947,2.525,2.4784,11.58K,-0.59%
7/11/2023,2.5478,2.5047,2.5523,2.4997,12.10K,2.16%
7/12/2023,2.5935,2.5455,2.6035,2.5441,28.09K,1.79%
7/13/2023,2.614,2.5985,2.6203,2.5741,25.64K,0.79%
7/14/2023,2.5825,2.6165,2.6174,2.5704,29.21K,-1.21%
7/17/2023,2.5714,2.566,2.5975,2.5473,30.94K,-0.43%
7/18/2023,2.6317,2.5849,2.6415,2.5699,21.84K,2.35%
7/19/2023,2.6705,2.636,2.6892,2.62,28.16K,1.47%
7/20/2023,2.6967,2.6755,2.7083,2.654,17.86K,0.98%
7/21/2023,2.7567,2.7067,2.7593,2.7015,14.12K,2.22%
7/24/2023,2.8391,2.7408,2.8836,2.7408,27.11K,2.99%
7/25/2023,2.7963,2.846,2.8472,2.7765,31.50K,-1.51%
